ticket_id,created_at,title,description,category,subcategory,priority,department,resolution,confidence_score,escalation_required,repeat_issue,automation_candidate,environment,source_channel,affected_service,sla_hours,resolver_group,similar_ticket_hint,kb_article,resolution_steps,sentiment,user_impact
INC-0290,2026-01-13 15:56:00,Slow response time on CRM Portal dashboard,Push notifications from CRM Portal stopped firing after the Twilio credentials were rotated.,Application,Configuration Error,High,App Support,"Added missing composite index on report query, reduced response time from 45s to 1.2s.",0.92,false,true,false,Dev,Chat,CRM Portal,12,App Support,kafka consumer offset lag,KB-APP-018,1. Run EXPLAIN ANALYZE; 2. Identify missing index; 3. Add index; 4. Rerun query; 5. Monitor dashboard load time,Urgent,Org-wide
INC-0432,2026-01-18 16:24:00,Multiple failed admin login attempts on File Server,Behavioural analytics flagged file encryption pattern on endpoint near File Server.,Security,Privilege Escalation,Medium,SOC,"Disabled user account, retrieved transfer logs, initiated DLP policy review.",0.76,false,true,false,Cloud,Phone,File Server,4,SOC,privilege escalation sudo,KB-SEC-041,1. Isolate host in EDR; 2. Kill malicious process; 3. Extract IOC; 4. Force password reset; 5. Submit forensics ticket,Frustrated,Org-wide
INC-0047,2026-01-05 01:22:00,NFS mount lost on ESXi Host,ESXi host managing ESXi Host became unresponsive. VMs migrated but need root cause analysis.,Infrastructure,Backup Failure,High,InfraOps,"Restarted backup agent, cleared stale lock file, confirmed successful backup.",0.75,false,true,false,Prod,Portal,ESXi Host,8,InfraOps,os patch failure vm,KB-INF-045,1. Boot into rescue mode; 2. Identify failed kernel; 3. Rollback with grub; 4. Reboot; 5. Validate services,Neutral,Department
INC-0955,2026-02-06 04:37:00,New employee cannot access HRMS,Third party contractor account on HRMS remained enabled 5 days after offboarding date passed.,Access Management,Role Provisioning,High,IAM Helpdesk,"Disabled account, revoked VPN and SaaS group memberships, initiated access audit review.",0.9,false,true,true,Cloud,Phone,HRMS,24,IAM Helpdesk,rbac excess permission developer production,KB-IAM-013,1. Verify identity in HR system; 2. Assign role in IAM; 3. Sync group memberships; 4. Test login; 5. Notify user,Frustrated,Single User
INC-0819,2026-02-01 09:20:00,BGP route flapping causing Branch VPN instability,ISP Branch VPN reporting BGP session resets causing intermittent route withdrawals.,Network,DHCP Exhaustion,Medium,NOC,"Reset BGP session with ISP, filtered flapping prefixes, confirmed stable routing table.",0.96,false,true,false,VPN,Chat,Branch VPN,12,NOC,vpn disconnect every 10 minutes branch office,KB-NET-023,1. nslookup internal host; 2. Check DNS service status; 3. Restart resolver; 4. Flush client cache; 5. Validate resolution,Neutral,Team
INC-0408,2026-01-17 20:15:00,Ransomware indicator detected near Cloud IAM,Phishing email with spoofed CFO sender reached 12 mailboxes. Malicious link to credential harvesting page.,Security,Data Exfiltration Attempt,Medium,SOC,"Isolated endpoint, terminated process, collected forensic artifacts, forced password reset.",0.92,false,false,false,Prod,Chat,Cloud IAM,4,SOC,ssl certificate expired,KB-SEC-034,1. Quarantine emails; 2. Block domain in proxy; 3. Notify affected users; 4. Reset credentials if clicked; 5. Update filter rules,Neutral,Org-wide
INC-0660,2026-01-26 18:00:00,Tablespace full alert on HR Database,HR Database replica is 25 minutes behind primary. BI reports showing stale data. Business impact on dashboards.,Database,Replication Issue,Low,DBA,"Triggered fresh backup, verified checksum, updated retention policy.",0.84,false,false,false,Staging,Portal,HR Database,8,DBA,tablespace full disk,KB-DB-005,1. Query pg_locks; 2. Identify conflicting PIDs; 3. Terminate deadlock; 4. Adjust locking strategy; 5. Test transaction flow,Urgent,Single User
INC-0910,2026-02-04 14:36:00,User locked out of Identity Platform after password attempt,SSO federation between Identity Platform and identity provider returning SAML assertion mismatch error.,Access Management,Privileged Account Request,Medium,IAM Helpdesk,"Disabled account, revoked VPN and SaaS group memberships, initiated access audit review.",0.86,false,true,false,Cloud,Portal,Identity Platform,24,IAM Helpdesk,contractor account active after offboarding,KB-IAM-009,1. Verify user identity via manager; 2. Issue MFA bypass; 3. Enroll new device; 4. Revoke old device; 5. Send confirmation,Neutral,Org-wide
INC-0363,2026-01-16 05:33:00,Invoice Service returning 500 error on submit,Push notifications from Invoice Service stopped firing after the Twilio credentials were rotated.,Application,UI Rendering Issue,Medium,App Support,"Fixed broken Kafka consumer group offset, reprocessed missed messages.",0.7,false,true,false,Prod,Email,Invoice Service,12,App Support,mobile app crash ios,KB-APP-014,1. Run EXPLAIN ANALYZE; 2. Identify missing index; 3. Add index; 4. Rerun query; 5. Monitor dashboard load time,Neutral,Single User
INC-0387,2026-01-17 02:10:00,Users unable to login to Invoice Service after patch,The Invoice Service invoice export feature generates a 500 Internal Server Error when PDFs exceed 2 MB.,Application,Integration Error,Medium,App Support,"Added missing composite index on report query, reduced response time from 45s to 1.2s.",0.73,false,false,false,Dev,Portal,Invoice Service,12,App Support,login session expired after release,KB-APP-018,1. Check app logs; 2. Identify error trace; 3. Rollback middleware; 4. Clear cache; 5. Smoke test login,Frustrated,Team
INC-0801,2026-01-31 18:01:00,BGP route flapping causing Core Firewall instability,Core Firewall subnet ran out of DHCP leases. New devices unable to obtain IP addresses.,Network,Firewall Misconfiguration,Medium,NOC,"Added missing firewall rule for payment API CIDR, tested end-to-end HTTPS flow.",0.64,true,false,false,Prod,Email,Core Firewall,12,NOC,erp slow lan packet loss switch port,KB-NET-031,1. Run continuous ping; 2. Check switch interface counters; 3. Move cable to spare port; 4. Retest; 5. Replace module if needed,Urgent,Department
INC-0741,2026-01-29 14:58:00,DHCP exhaustion on Distribution Switch scope,Remote staff at branch report repeated Distribution Switch disconnects every 10 to 15 minutes since morning.,Network,DHCP Exhaustion,Medium,NOC,"Reset BGP session with ISP, filtered flapping prefixes, confirmed stable routing table.",0.67,false,false,false,Cloud,Phone,Distribution Switch,12,NOC,vpn disconnect every 10 minutes branch office,KB-NET-046,1. Run continuous ping; 2. Check switch interface counters; 3. Move cable to spare port; 4. Retest; 5. Replace module if needed,Frustrated,Single User
INC-0291,2026-01-13 16:16:00,API timeout when calling ERP System endpoint,Post deployment users report ERP System is throwing authentication errors. Session expires immediately after login.,Application,Document Generation,Medium,App Support,"Rolled back auth middleware, cleared stale session cache, redeployed to prod.",0.83,false,true,false,Staging,Chat,ERP System,12,App Support,slow dashboard query timeout,KB-APP-050,1. Run EXPLAIN ANALYZE; 2. Identify missing index; 3. Add index; 4. Rerun query; 5. Monitor dashboard load time,Frustrated,Department
INC-0500,2026-01-21 02:01:00,Unusual access pattern from Email Gateway account,Privilege escalation attempt detected on Email Gateway. Sudo command executed outside change window.,Security,Brute Force Attempt,High,SOC,"Renewed certificate, updated load balancer config, validated HTTPS handshake.",0.9,false,false,false,Endpoint,Chat,Email Gateway,4,SOC,admin brute force foreign ips,KB-SEC-031,1. Block source IPs in firewall; 2. Enable conditional access; 3. Force MFA; 4. Notify account owner; 5. Review auth logs,Urgent,Org-wide
INC-0182,2026-01-09 19:46:00,PDF export failing on Payment Gateway,Post deployment users report Payment Gateway is throwing authentication errors. Session expires immediately after login.,Application,Configuration Error,Medium,App Support,"Added missing composite index on report query, reduced response time from 45s to 1.2s.",0.73,false,false,false,Prod,Email,Payment Gateway,12,App Support,login session expired after release,KB-APP-035,1. Reproduce locally; 2. Capture stack trace; 3. Fix template null handling; 4. Redeploy; 5. Validate PDF export,Neutral,Single User
INC-0865,2026-02-03 00:44:00,Account expired but user still active in VPN Access,Admin lost access to MFA device for VPN Access. Unable to complete authentication challenge.,Access Management,Account Lockout,Low,IAM Helpdesk,"Updated SAML attribute mapping, refreshed metadata, tested SP-initiated SSO flow.",0.85,false,true,true,Prod,Phone,VPN Access,24,IAM Helpdesk,new joiner hrms access missing provisioning,KB-IAM-016,1. Verify identity in HR system; 2. Assign role in IAM; 3. Sync group memberships; 4. Test login; 5. Notify user,Neutral,Team
INC-0988,2026-02-07 09:19:00,MFA device lost for SSO Provider admin,User entered incorrect password 5 times. SSO Provider account locked. Urgent as user is presenting to client.,Access Management,MFA Issue,Critical,IAM Helpdesk,"Disabled account, revoked VPN and SaaS group memberships, initiated access audit review.",0.89,false,true,false,Prod,Chat,SSO Provider,24,IAM Helpdesk,account lockout urgent client presentation,KB-IAM-021,1. Verify user identity via manager; 2. Issue MFA bypass; 3. Enroll new device; 4. Revoke old device; 5. Send confirmation,Neutral,Team
INC-0956,2026-02-06 06:08:00,Contractor account still active on HRMS after exit,Audit finding: developer role on HRMS includes production data write permission not required for role.,Access Management,Deprovisioning,Medium,IAM Helpdesk,"Verified identity via manager approval, issued temporary bypass code, enrolled new MFA device.",0.92,false,false,false,Prod,Chat,HRMS,24,IAM Helpdesk,saml sso assertion mismatch,KB-IAM-013,1. Verify user identity via manager; 2. Issue MFA bypass; 3. Enroll new device; 4. Revoke old device; 5. Send confirmation,Neutral,Department
INC-0438,2026-01-18 21:46:00,Suspicious PowerShell activity on Cloud IAM,EDR flagged encoded PowerShell execution on Cloud IAM. Process spawned from user context. Possible malware dropper.,Security,Privilege Escalation,Low,SOC,"Renewed certificate, updated load balancer config, validated HTTPS handshake.",0.77,false,false,false,Cloud,Email,Cloud IAM,4,SOC,privilege escalation sudo,KB-SEC-032,1. Quarantine emails; 2. Block domain in proxy; 3. Notify affected users; 4. Reset credentials if clicked; 5. Update filter rules,Frustrated,Org-wide
INC-0899,2026-02-04 05:32:00,SSO not working for Identity Platform federation,Admin lost access to MFA device for Identity Platform. Unable to complete authentication challenge.,Access Management,Deprovisioning,Critical,IAM Helpdesk,"Removed excess permission, applied principle of least privilege, updated RBAC policy.",0.96,false,true,true,Prod,Portal,Identity Platform,24,IAM Helpdesk,saml sso assertion mismatch,KB-IAM-050,1. Verify identity in HR system; 2. Assign role in IAM; 3. Sync group memberships; 4. Test login; 5. Notify user,Neutral,Single User
INC-0116,2026-01-07 11:44:00,Backup job not completing on CI/CD Pipeline,Post-maintenance window the CI/CD Pipeline failed to boot correctly. Root cause appears to be a failed kernel update.,Infrastructure,Storage I/O Bottleneck,Medium,InfraOps,"Rebooted ESXi host after clearing HA alarm, validated VM availability.",0.78,false,true,false,Prod,Chat,CI/CD Pipeline,8,InfraOps,backup agent not running,KB-INF-021,1. Boot into rescue mode; 2. Identify failed kernel; 3. Rollback with grub; 4. Reboot; 5. Validate services,Urgent,Department
INC-0829,2026-02-01 18:11:00,Firewall blocking legitimate traffic to Branch VPN,ISP Branch VPN reporting BGP session resets causing intermittent route withdrawals.,Network,Switch Port Failure,High,NOC,"Added missing firewall rule for payment API CIDR, tested end-to-end HTTPS flow.",0.85,false,true,false,VPN,Email,Branch VPN,12,NOC,vpn disconnect every 10 minutes branch office,KB-NET-042,1. Check VPN logs; 2. Test ping with large packet; 3. Adjust MTU to 1400; 4. Update keepalive; 5. Monitor stability,Urgent,Single User
INC-0091,2026-01-06 14:45:00,Disk I/O latency spike on Payroll Server,Memory utilization on Payroll Server climbing steadily since last deployment. GC pauses increasing response latency.,Infrastructure,Backup Failure,Critical,InfraOps,"Cleared old log files, extended volume by 100 GB, restarted failed service.",0.85,false,false,false,Staging,Email,Payroll Server,8,InfraOps,cpu spike kubernetes,KB-INF-010,1. Identify high-CPU pod; 2. Review resource requests/limits; 3. Tune HPA thresholds; 4. Drain node; 5. Rebalance workloads,Urgent,Org-wide
INC-0265,2026-01-12 18:24:00,Mobile app crashing on CRM Portal launch,Dashboard on CRM Portal taking over 45 seconds to load for date ranges beyond 90 days.,Application,Integration Error,Medium,App Support,"Rotated notification service API keys, updated secrets vault, restarted worker.",0.63,true,true,false,Prod,Email,CRM Portal,12,App Support,mobile app crash ios,KB-APP-046,1. Check app logs; 2. Identify error trace; 3. Rollback middleware; 4. Clear cache; 5. Smoke test login,Neutral,Department
INC-0121,2026-01-07 16:00:00,CPU spike on Cron Service causing slowdowns,Post-maintenance window the Cron Service failed to boot correctly. Root cause appears to be a failed kernel update.,Infrastructure,Storage I/O Bottleneck,High,InfraOps,"Rebooted ESXi host after clearing HA alarm, validated VM availability.",0.61,true,true,false,Prod,Phone,Cron Service,8,InfraOps,load balancer down,KB-INF-012,1. Identify high-CPU pod; 2. Review resource requests/limits; 3. Tune HPA thresholds; 4. Drain node; 5. Rebalance workloads,Frustrated,Team
INC-0841,2026-02-02 04:03:00,MFA device lost for Cloud Console admin,Audit finding: developer role on Cloud Console includes production data write permission not required for role.,Access Management,Privileged Account Request,Medium,IAM Helpdesk,"Disabled account, revoked active sessions, documented in offboarding audit trail.",0.93,false,false,false,Cloud,Portal,Cloud Console,24,IAM Helpdesk,rbac excess permission developer production,KB-IAM-011,1. Verify user identity via manager; 2. Issue MFA bypass; 3. Enroll new device; 4. Revoke old device; 5. Send confirmation,Urgent,Department
INC-0814,2026-02-01 05:11:00,Packet loss to DNS Server affecting users,Users in head office see intermittent slowness accessing DNS Server. Ping tests show 18% packet loss.,Network,VPN Connectivity,Low,NOC,"Added missing firewall rule for payment API CIDR, tested end-to-end HTTPS flow.",0.91,false,true,true,Prod,Chat,DNS Server,12,NOC,firewall blocking https port 443,KB-NET-041,1. Check VPN logs; 2. Test ping with large packet; 3. Adjust MTU to 1400; 4. Update keepalive; 5. Monitor stability,Neutral,Team
INC-0045,2026-01-04 23:44:00,Memory leak detected on CI/CD Pipeline,ESXi host managing CI/CD Pipeline became unresponsive. VMs migrated but need root cause analysis.,Infrastructure,Server Storage,High,InfraOps,"Identified noisy workload, tuned resource limits, rebalanced pods across nodes.",0.6,true,true,true,Dev,Portal,CI/CD Pipeline,8,InfraOps,disk full server,KB-INF-011,1. Boot into rescue mode; 2. Identify failed kernel; 3. Rollback with grub; 4. Reboot; 5. Validate services,Neutral,Team
INC-0274,2026-01-13 01:51:00,PDF export failing on ERP System,Mobile app for ERP System crashes on launch for iOS 17 users after the v2.1.4 release.,Application,API Timeout,Medium,App Support,"Fixed broken Kafka consumer group offset, reprocessed missed messages.",0.92,false,true,false,Prod,Email,ERP System,12,App Support,slow dashboard query timeout,KB-APP-036,1. Reproduce locally; 2. Capture stack trace; 3. Fix template null handling; 4. Redeploy; 5. Validate PDF export,Frustrated,Org-wide
INC-0763,2026-01-30 10:09:00,Firewall blocking legitimate traffic to Core Firewall,Internal DNS not resolving hostnames for Core Firewall. Applications timing out on service discovery.,Network,Bandwidth Saturation,Medium,NOC,"Restarted DNS resolver service, flushed cache, validated A and CNAME records.",0.68,false,false,false,Prod,Portal,Core Firewall,12,NOC,dhcp lease exhaustion subnet,KB-NET-040,1. nslookup internal host; 2. Check DNS service status; 3. Restart resolver; 4. Flush client cache; 5. Validate resolution,Urgent,Department
INC-0489,2026-01-20 16:55:00,Unauthorized privilege escalation attempt on Admin Console,SSL certificate on Admin Console expired 3 days ago. Users see browser security warning.,Security,Certificate Expired,Medium,SOC,"Isolated endpoint, terminated process, collected forensic artifacts, forced password reset.",0.89,false,true,false,Cloud,Chat,Admin Console,4,SOC,phishing email credential harvesting,KB-SEC-023,1. Block source IPs in firewall; 2. Enable conditional access; 3. Force MFA; 4. Notify account owner; 5. Review auth logs,Frustrated,Department
INC-0402,2026-01-17 14:56:00,Unusual access pattern from VPN Gateway account,DLP alert: 4.7 GB transferred from VPN Gateway to personal Dropbox account in off-hours.,Security,Insider Threat,Medium,SOC,"Isolated host, contained spread, restored from clean backup, deployed additional endpoint controls.",0.56,true,false,false,Endpoint,Portal,VPN Gateway,4,SOC,phishing email credential harvesting,KB-SEC-004,1. Block source IPs in firewall; 2. Enable conditional access; 3. Force MFA; 4. Notify account owner; 5. Review auth logs,Frustrated,Department
INC-0710,2026-01-28 12:26:00,Switch port failure affecting Branch VPN segment,Remote staff at branch report repeated Branch VPN disconnects every 10 to 15 minutes since morning.,Network,Firewall Misconfiguration,High,NOC,"Added missing firewall rule for payment API CIDR, tested end-to-end HTTPS flow.",0.62,true,true,false,Prod,Email,Branch VPN,12,NOC,firewall blocking https port 443,KB-NET-013,1. Check VPN logs; 2. Test ping with large packet; 3. Adjust MTU to 1400; 4. Update keepalive; 5. Monitor stability,Frustrated,Department
INC-0155,2026-01-08 21:16:00,Cron job not executing on NFS Storage,Automated threshold breach detected on NFS Storage. Disk utilization crossed 92% causing batch job failures.,Infrastructure,VM Provisioning,Medium,InfraOps,"Restarted backup agent, cleared stale lock file, confirmed successful backup.",0.92,false,true,false,Dev,Portal,NFS Storage,8,InfraOps,os patch failure vm,KB-INF-043,1. SSH to server; 2. Run df -h; 3. Archive logs older than 30 days; 4. Extend LVM volume; 5. Restart service; 6. Verify alert cleared,Urgent,Single User
INC-0639,2026-01-26 00:42:00,Index corruption detected on HR Database,Flyway migration V42 failed on HR Database due to constraint violation in production schema.,Database,Schema Migration Failure,Medium,DBA,"Extended tablespace by 200 GB, archived historical records, updated autogrow policy.",0.74,false,true,false,Prod,Email,HR Database,8,DBA,flyway migration failed constraint,KB-DB-031,1. Run EXPLAIN ANALYZE; 2. Identify sequential scan; 3. CREATE INDEX CONCURRENTLY; 4. Re-run query; 5. Monitor execution plan,Frustrated,Department
INC-0574,2026-01-23 16:59:00,Schema migration failed on Reporting DB,Reporting DB replica is 25 minutes behind primary. BI reports showing stale data. Business impact on dashboards.,Database,Schema Migration Failure,Medium,DBA,"Increased pgBouncer pool size, tuned max_connections, optimised long-running queries.",0.78,false,true,false,Staging,Phone,Reporting DB,8,DBA,connection pool exhausted peak load,KB-DB-035,1. Check replication lag; 2. Identify blocking query; 3. Kill blocker; 4. Restart replica agent; 5. Monitor lag trend,Frustrated,Org-wide
INC-0874,2026-02-03 08:04:00,SSO not working for GitLab federation,Project lead requesting temporary admin access to GitLab for quarterly audit activity.,Access Management,Privileged Account Request,High,IAM Helpdesk,"Verified identity via manager approval, issued temporary bypass code, enrolled new MFA device.",0.82,false,true,false,Cloud,Chat,GitLab,24,IAM Helpdesk,contractor account active after offboarding,KB-IAM-005,1. Verify identity in HR system; 2. Assign role in IAM; 3. Sync group memberships; 4. Test login; 5. Notify user,Urgent,Org-wide
INC-0668,2026-01-27 01:16:00,Packet loss to WiFi Controller affecting users,Internal DNS not resolving hostnames for WiFi Controller. Applications timing out on service discovery.,Network,Switch Port Failure,Medium,NOC,"Reset BGP session with ISP, filtered flapping prefixes, confirmed stable routing table.",0.67,false,false,false,VPN,Email,WiFi Controller,12,NOC,dns resolution failure internal hostname,KB-NET-029,1. Run continuous ping; 2. Check switch interface counters; 3. Move cable to spare port; 4. Retest; 5. Replace module if needed,Urgent,Team
INC-0740,2026-01-29 14:13:00,Switch port failure affecting DNS Server segment,ISP DNS Server reporting BGP session resets causing intermittent route withdrawals.,Network,Bandwidth Saturation,Low,NOC,"Added missing firewall rule for payment API CIDR, tested end-to-end HTTPS flow.",0.74,false,true,false,VPN,Email,DNS Server,12,NOC,firewall blocking https port 443,KB-NET-020,1. Run continuous ping; 2. Check switch interface counters; 3. Move cable to spare port; 4. Retest; 5. Replace module if needed,Neutral,Team
INC-0512,2026-01-21 12:11:00,Phishing email bypassed filter targeting Finance Laptop users,Phishing email with spoofed CFO sender reached 12 mailboxes. Malicious link to credential harvesting page.,Security,Ransomware Alert,Medium,SOC,"Revoked elevated session, reviewed sudo logs, patched sudoers config.",0.82,false,true,false,Endpoint,Chat,Finance Laptop,4,SOC,privilege escalation sudo,KB-SEC-036,1. Block source IPs in firewall; 2. Enable conditional access; 3. Force MFA; 4. Notify account owner; 5. Review auth logs,Urgent,Team
INC-0524,2026-01-21 22:57:00,Connection pool exhausted on Analytics Warehouse,Nightly backup for Analytics Warehouse completed but verification checksum mismatch found.,Database,Index Corruption,High,DBA,"Added composite index on date and status columns, rewrote subquery, reduced execution time from 60s to 0.9s.",0.59,true,false,false,Prod,Email,Analytics Warehouse,8,DBA,flyway migration failed constraint,KB-DB-035,1. Check replication lag; 2. Identify blocking query; 3. Kill blocker; 4. Restart replica agent; 5. Monitor lag trend,Frustrated,Single User
INC-0162,2026-01-09 02:42:00,Cron job not executing on ESXi Host,ESXi host managing ESXi Host became unresponsive. VMs migrated but need root cause analysis.,Infrastructure,Hypervisor Issue,Critical,InfraOps,"Cleared old log files, extended volume by 100 GB, restarted failed service.",0.91,false,true,false,Staging,Chat,ESXi Host,8,InfraOps,load balancer down,KB-INF-009,1. Identify high-CPU pod; 2. Review resource requests/limits; 3. Tune HPA thresholds; 4. Drain node; 5. Rebalance workloads,Urgent,Department
INC-0852,2026-02-02 13:10:00,Contractor account still active on Identity Platform after exit,Third party contractor account on Identity Platform remained enabled 5 days after offboarding date passed.,Access Management,Privileged Account Request,Medium,IAM Helpdesk,"Disabled account, revoked active sessions, documented in offboarding audit trail.",0.94,false,false,false,Cloud,Phone,Identity Platform,24,IAM Helpdesk,saml sso assertion mismatch,KB-IAM-016,1. Disable account immediately; 2. Remove all group memberships; 3. Revoke API tokens; 4. Log offboarding action; 5. Notify manager,Urgent,Org-wide
INC-0094,2026-01-06 17:26:00,Hypervisor unresponsive for Web Server,The Web Server is experiencing critical resource exhaustion. Monitoring alerts fired at 17:15. Users reported degraded performance.,Infrastructure,Storage I/O Bottleneck,Low,InfraOps,"Identified memory leak in app v2.3.1, patched and redeployed service.",0.62,true,true,false,Staging,Chat,Web Server,8,InfraOps,os patch failure vm,KB-INF-009,1. Boot into rescue mode; 2. Identify failed kernel; 3. Rollback with grub; 4. Reboot; 5. Validate services,Frustrated,Single User
INC-0774,2026-01-30 19:30:00,DNS resolution failure impacting DNS Server,DNS Server subnet ran out of DHCP leases. New devices unable to obtain IP addresses.,Network,Bandwidth Saturation,Low,NOC,"Replaced faulty switch port, reset interface error counters, confirmed packet loss resolved.",0.75,false,true,false,Prod,Chat,DNS Server,12,NOC,bandwidth saturation internet uplink,KB-NET-043,1. nslookup internal host; 2. Check DNS service status; 3. Restart resolver; 4. Flush client cache; 5. Validate resolution,Urgent,Department
INC-0307,2026-01-14 05:50:00,Payment Gateway returning 500 error on submit,Dashboard on Payment Gateway taking over 45 seconds to load for date ranges beyond 90 days.,Application,Document Generation,Low,App Support,"Fixed null pointer in PDF template renderer, redeployed document service.",0.81,false,false,false,Dev,Phone,Payment Gateway,12,App Support,notification service credentials expired,KB-APP-030,1. Check app logs; 2. Identify error trace; 3. Rollback middleware; 4. Clear cache; 5. Smoke test login,Neutral,Org-wide
INC-0978,2026-02-07 00:32:00,Account expired but user still active in Active Directory,Project lead requesting temporary admin access to Active Directory for quarterly audit activity.,Access Management,Deprovisioning,Medium,IAM Helpdesk,"Assigned HRMS employee role, synced group membership, confirmed login successful.",0.88,false,true,true,Prod,Portal,Active Directory,24,IAM Helpdesk,rbac excess permission developer production,KB-IAM-009,1. Verify user identity via manager; 2. Issue MFA bypass; 3. Enroll new device; 4. Revoke old device; 5. Send confirmation,Frustrated,Team
INC-0866,2026-02-03 01:30:00,Account expired but user still active in GitLab,Admin lost access to MFA device for GitLab. Unable to complete authentication challenge.,Access Management,Account Lockout,Medium,IAM Helpdesk,"Assigned HRMS employee role, synced group membership, confirmed login successful.",0.93,false,true,true,Prod,Portal,GitLab,24,IAM Helpdesk,mfa device lost admin locked,KB-IAM-014,1. Verify user identity via manager; 2. Issue MFA bypass; 3. Enroll new device; 4. Revoke old device; 5. Send confirmation,Frustrated,Org-wide
INC-0390,2026-01-17 05:06:00,API timeout when calling Invoice Service endpoint,Dashboard on Invoice Service taking over 45 seconds to load for date ranges beyond 90 days.,Application,Performance Degradation,Medium,App Support,"Fixed null pointer in PDF template renderer, redeployed document service.",0.88,false,true,false,Prod,Portal,Invoice Service,12,App Support,notification service credentials expired,KB-APP-034,1. Reproduce locally; 2. Capture stack trace; 3. Fix template null handling; 4. Redeploy; 5. Validate PDF export,Neutral,Single User
INC-0194,2026-01-10 06:30:00,API timeout when calling CRM Portal endpoint,The CRM Portal invoice export feature generates a 500 Internal Server Error when PDFs exceed 2 MB.,Application,API Timeout,High,App Support,"Fixed null pointer in PDF template renderer, redeployed document service.",0.84,false,false,false,Dev,Email,CRM Portal,12,App Support,slow dashboard query timeout,KB-APP-011,1. Reproduce locally; 2. Capture stack trace; 3. Fix template null handling; 4. Redeploy; 5. Validate PDF export,Urgent,Single User
INC-0185,2026-01-09 22:35:00,HR Portal returning 500 error on submit,Post deployment users report HR Portal is throwing authentication errors. Session expires immediately after login.,Application,Performance Degradation,Medium,App Support,"Fixed null pointer in PDF template renderer, redeployed document service.",0.62,true,false,false,Dev,Portal,HR Portal,12,App Support,slow dashboard query timeout,KB-APP-008,1. Check app logs; 2. Identify error trace; 3. Rollback middleware; 4. Clear cache; 5. Smoke test login,Urgent,Department
INC-0096,2026-01-06 18:48:00,VM disk usage alert on Cron Service,ESXi host managing Cron Service became unresponsive. VMs migrated but need root cause analysis.,Infrastructure,Backup Failure,Low,InfraOps,"Rolled back kernel patch, rebooted server, validated service health.",0.76,false,false,false,Dev,Email,Cron Service,8,InfraOps,backup agent not running,KB-INF-048,1. Identify high-CPU pod; 2. Review resource requests/limits; 3. Tune HPA thresholds; 4. Drain node; 5. Rebalance workloads,Frustrated,Department
INC-0485,2026-01-20 13:51:00,Phishing email bypassed filter targeting Cloud IAM users,DLP alert: 4.7 GB transferred from Cloud IAM to personal Dropbox account in off-hours.,Security,Insider Threat,Medium,SOC,"Revoked elevated session, reviewed sudo logs, patched sudoers config.",0.61,true,false,false,Endpoint,Phone,Cloud IAM,4,SOC,privilege escalation sudo,KB-SEC-012,1. Quarantine emails; 2. Block domain in proxy; 3. Notify affected users; 4. Reset credentials if clicked; 5. Update filter rules,Urgent,Single User
INC-0961,2026-02-06 10:14:00,SSO not working for Cloud Console federation,SSO federation between Cloud Console and identity provider returning SAML assertion mismatch error.,Access Management,RBAC Misconfiguration,Medium,IAM Helpdesk,"Verified identity via manager approval, issued temporary bypass code, enrolled new MFA device.",0.65,false,true,false,Prod,Email,Cloud Console,24,IAM Helpdesk,mfa device lost admin locked,KB-IAM-004,1. Verify user identity via manager; 2. Issue MFA bypass; 3. Enroll new device; 4. Revoke old device; 5. Send confirmation,Frustrated,Single User
INC-0486,2026-01-20 14:02:00,Unauthorized privilege escalation attempt on Identity Provider,Privilege escalation attempt detected on Identity Provider. Sudo command executed outside change window.,Security,Insider Threat,Medium,SOC,"Quarantined phishing emails, blocked malicious domain, issued user awareness alert.",0.69,false,true,false,Cloud,Portal,Identity Provider,4,SOC,privilege escalation sudo,KB-SEC-037,1. Block source IPs in firewall; 2. Enable conditional access; 3. Force MFA; 4. Notify account owner; 5. Review auth logs,Neutral,Team
INC-0429,2026-01-18 13:58:00,Multiple failed admin login attempts on Identity Provider,Privilege escalation attempt detected on Identity Provider. Sudo command executed outside change window.,Security,Certificate Expired,Medium,SOC,"Disabled user account, retrieved transfer logs, initiated DLP policy review.",0.96,false,false,false,Endpoint,Chat,Identity Provider,4,SOC,suspicious powershell encoded command endpoint,KB-SEC-022,1. Quarantine emails; 2. Block domain in proxy; 3. Notify affected users; 4. Reset credentials if clicked; 5. Update filter rules,Neutral,Single User
INC-0048,2026-01-05 01:56:00,NFS mount lost on Cron Service,Post-maintenance window the Cron Service failed to boot correctly. Root cause appears to be a failed kernel update.,Infrastructure,Storage I/O Bottleneck,Low,InfraOps,"Rebooted ESXi host after clearing HA alarm, validated VM availability.",0.97,false,false,false,Prod,Phone,Cron Service,8,InfraOps,memory leak service,KB-INF-002,1. Boot into rescue mode; 2. Identify failed kernel; 3. Rollback with grub; 4. Reboot; 5. Validate services,Urgent,Department
INC-0659,2026-01-26 17:15:00,Slow query causing Reporting DB timeout,Application server connection pool to Reporting DB fully exhausted during peak load. New requests queuing.,Database,Replication Issue,High,DBA,"Identified conflicting lock order, applied row-level locking with timeout, retried failed transactions.",0.8,false,true,false,Prod,Phone,Reporting DB,8,DBA,flyway migration failed constraint,KB-DB-023,1. Run EXPLAIN ANALYZE; 2. Identify sequential scan; 3. CREATE INDEX CONCURRENTLY; 4. Re-run query; 5. Monitor execution plan,Urgent,Department
